category,grp,code,descript
COC REASON,               ,RESULT         ,Result                                            
COC REASON,               ,SAFE           ,Safe Keeping                                      
COC REASON,               ,SUSP           ,Suspicious                                        
COC STATUS,               ,INTRANS        ,In Transit                                        
COC STATUS,               ,OTHER          ,Other                                             
COC STATUS,               ,RECVD          ,Received                                          
COC STATUS,               ,SENT           ,Sent                                              
DET ALERT ,               ,1,Detector alerted occupants                        
DET ALERT ,               ,2,Detector did not alert occupants                  
DET ALERT ,               ,U              ,Unknown                                           
DET EFFECT,               ,1,"Detector alerted occupants, occupants responded   "
DET EFFECT,               ,2,"Alerted occupants, occupants failed to respond    "
DET EFFECT,               ,3,There were no occupants                           
DET EFFECT,               ,4,Failed to alert occupants                         
DET EFFECT,               ,U              ,Undetermined                                      
DET FAIL  ,               ,0,"Detector failure reason, Other                    "
DET FAIL  ,               ,1,"Power failure, hardwired det. shut off, disconnect"
DET FAIL  ,               ,2,Improper installation or placement of detector    
DET FAIL  ,               ,3,Defective detector                                
DET FAIL  ,               ,4,"Lack of maintenance, includes not cleaning        "
DET FAIL  ,               ,5,Battery missing or disconnected                   
DET FAIL  ,               ,6,Battery discharged or dead                        
DET FAIL  ,               ,U              ,Undetermined                                      
DET OPER  ,               ,1,Fire too small to activate detector               
DET OPER  ,               ,2,Detector operated                                 
DET OPER  ,               ,3,Detector failed to operate                        
DET OPER  ,               ,U              ,Undetermined                                      
DET POWER ,               ,0,"Detector power supply, Other                      "
DET POWER ,               ,1,Battery only                                      
DET POWER ,               ,2,Hardwire only                                     
DET POWER ,               ,3,Plug-in                                           
DET POWER ,               ,4,Hardwire with battery backup                      
DET POWER ,               ,5,Plug-in with battery backup                       
DET POWER ,               ,6,Mechanical                                        
DET POWER ,               ,7,Multiple detectors & power supplies               
